ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
200822_x_at	1090.52	P	0.000244141
200823_x_at	7398.01	P	0.000244141
200824_at	744.789	P	0.000244141
200825_s_at	311.838	P	0.00195313
200826_at	2867.93	P	0.000244141
200827_at	102.82	P	0.00292969
200828_s_at	2315.34	P	0.000244141
200829_x_at	1096.96	P	0.000244141
200830_at	598.436	P	0.000244141
200831_s_at	36.1488	A	0.0805664
200832_s_at	96.4906	P	0.000244141
200833_s_at	4920.02	P	0.000244141
200834_s_at	10685	P	0.000244141
200835_s_at	25.9527	A	0.19458
200836_s_at	71.459	A	0.246094
200837_at	806.043	P	0.000244141
200838_at	1432.79	P	0.000244141
200839_s_at	1900.04	P	0.000244141
200840_at	3129.71	P	0.000244141
200841_s_at	208.582	P	0.000244141
200842_s_at	603.156	P	0.000244141
200843_s_at	366.108	P	0.000244141
200844_s_at	1184.48	P	0.000244141
200845_s_at	1090.34	P	0.000244141
200846_s_at	1871.03	P	0.000244141
200847_s_at	4273.24	P	0.000244141
200848_at	165.329	P	0.000244141
200849_s_at	227.88	P	0.000732422
200850_s_at	984.005	P	0.000244141
200851_s_at	1392.26	P	0.000244141
200852_x_at	597.859	P	0.00292969
200853_at	1711.36	P	0.0012207
200854_at	401.391	P	0.000244141
200855_at	233.295	P	0.000244141
200856_x_at	119.874	P	0.000244141
200857_s_at	315.434	P	0.000732422
200858_s_at	7233.93	P	0.000244141
200859_x_at	1120.09	P	0.000732422
200860_s_at	1058.21	P	0.000244141
200861_at	362.044	P	0.00195313
200862_at	46.1415	P	0.000732422
200863_s_at	1457.49	P	0.000244141
200864_s_at	319.723	P	0.000244141
200865_at	0.323245	A	0.953857
200866_s_at	6001.4	P	0.000244141
200867_at	500.443	P	0.000244141
200868_s_at	537.329	P	0.000732422
200869_at	11288.9	P	0.000244141
200870_at	964.08	P	0.000244141
200871_s_at	7862.56	P	0.000244141
200872_at	3430.62	P	0.000244141
200873_s_at	2042.73	P	0.000244141
200874_s_at	145.193	P	0.000244141
200875_s_at	782.839	P	0.000244141
200876_s_at	2374.71	P	0.000244141
200877_at	1683.74	P	0.000244141
200878_at	53.3441	P	0.000732422
200879_s_at	6.3576	A	0.466064
200880_at	896.307	P	0.000244141
200881_s_at	2139.57	P	0.000244141
200882_s_at	1019.5	P	0.000244141
200883_at	1130.55	P	0.000244141
200884_at	50.3986	P	0.0461426
200885_at	258.703	P	0.00415039
200886_s_at	2152	P	0.000244141
200887_s_at	3263.87	P	0.000244141
200888_s_at	7781.89	P	0.000244141
200889_s_at	708.776	P	0.000244141
200890_s_at	515.983	P	0.000244141
200891_s_at	3378.98	P	0.000244141
200892_s_at	1220.01	P	0.000244141
200893_at	2388.8	P	0.000244141
200894_s_at	97.2061	P	0.00195313
200895_s_at	192.966	P	0.00195313
200896_x_at	480	P	0.0012207
200897_s_at	104.317	P	0.000244141
200898_s_at	708.11	P	0.000244141
200899_s_at	1171.88	P	0.000244141
200900_s_at	901.526	P	0.000244141
200901_s_at	1044.08	P	0.000732422
200902_at	1478.81	P	0.000244141
200903_s_at	196.175	P	0.000244141
200904_at	4273.31	P	0.000244141
200905_x_at	7153.9	P	0.000244141
200906_s_at	23.1529	A	0.111572
200907_s_at	68.8859	P	0.00195313
200908_s_at	58.3616	A	0.0805664
200909_s_at	11169	P	0.000244141
200910_at	974.532	P	0.000244141
200911_s_at	1170.69	P	0.000732422
200912_s_at	5673.71	P	0.000244141
200913_at	187.267	P	0.0012207
200914_x_at	514.001	P	0.000244141
200915_x_at	909.864	P	0.000244141
200916_at	2387.83	P	0.000244141
200917_s_at	323.485	P	0.00805664
200918_s_at	865.735	P	0.000732422
200919_at	326.103	P	0.00292969
200920_s_at	7477.17	P	0.000244141
200921_s_at	4562.72	P	0.000244141
200922_at	152.291	P	0.000244141
200923_at	498.65	P	0.000732422
200924_s_at	192.073	P	0.000732422
200925_at	2390.76	P	0.000244141
200926_at	13338.4	P	0.000244141
200927_s_at	622.116	P	0.000244141
200928_s_at	33.3278	P	0.000732422
200929_at	846.295	P	0.000244141
200930_s_at	22.7332	A	0.171387
200931_s_at	1358.17	P	0.000244141
200932_s_at	418.341	P	0.000732422
200933_x_at	10613.8	P	0.000244141
200934_at	1979.32	P	0.000244141
200935_at	208.728	P	0.000244141
200936_at	6544.46	P	0.000244141
200937_s_at	5861.29	P	0.000244141
200938_s_at	1.99937	A	0.633789
200939_s_at	23.7058	M	0.0561523
200940_s_at	379.56	P	0.000244141
200941_at	713.041	P	0.000244141
200942_s_at	958.275	P	0.000244141
200943_at	3329.55	P	0.000732422
200944_s_at	2140.16	P	0.000244141
200945_s_at	1218.1	P	0.000244141
200946_x_at	434.054	P	0.000244141
200947_s_at	376.894	P	0.000732422
200948_at	342.891	P	0.000244141
200949_x_at	8216.13	P	0.000244141
200950_at	441.776	P	0.000244141
200951_s_at	94.8155	P	0.000732422
200952_s_at	96.7395	P	0.000244141
200953_s_at	1271.41	P	0.000244141
200954_at	540.679	A	0.149658
200955_at	625.552	P	0.000244141
200956_s_at	234.487	P	0.000732422
200957_s_at	283.267	P	0.000244141
200958_s_at	3556.97	P	0.000244141
200959_at	829.796	P	0.000244141
200960_x_at	1311.64	P	0.00195313
200961_at	528.489	P	0.0012207
200962_at	391.324	P	0.000732422
200963_x_at	12733.8	P	0.000244141
200964_at	959.812	P	0.000244141
200965_s_at	1755.05	P	0.000244141
200966_x_at	3109.17	P	0.000244141
200967_at	2164.14	P	0.000244141
200968_s_at	1340.62	P	0.000244141
200969_at	865.632	P	0.000244141
200970_s_at	784.312	P	0.0012207
200971_s_at	2717.34	P	0.000244141
200972_at	325.761	P	0.000732422
200973_s_at	210.51	P	0.000244141
200974_at	62.661	P	0.0012207
200975_at	3737.32	P	0.000244141
200976_s_at	1068.48	P	0.000244141
200977_s_at	1348.61	P	0.000244141
200978_at	1345.55	P	0.000244141
200979_at	125.909	P	0.000244141
200980_s_at	406.309	P	0.000244141
200981_x_at	3720.59	P	0.000244141
200982_s_at	1102.57	P	0.000244141
200983_x_at	284.802	P	0.000244141
