ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
200686_s_at	1192.98	P	0.000244141
200687_s_at	51.464	P	0.0302734
200688_at	27.4636	A	0.149658
200689_x_at	1152.53	P	0.000244141
200690_at	24.9174	P	0.0375977
200691_s_at	77.315	P	0.000244141
200692_s_at	49.3899	P	0.000244141
200693_at	419.441	P	0.000244141
200694_s_at	191.128	P	0.000732422
200695_at	112.222	P	0.0107422
200696_s_at	702.615	P	0.000244141
200697_at	149.762	P	0.00292969
200698_at	140.233	P	0.000244141
200699_at	57.5563	P	0.000244141
200700_s_at	250.204	P	0.000244141
200701_at	1337.73	P	0.000244141
200702_s_at	44.589	P	0.0107422
200703_at	340.972	P	0.000244141
200704_at	6400.09	P	0.000244141
200705_s_at	787.665	P	0.000244141
200706_s_at	6663.01	P	0.000244141
200707_at	195.741	P	0.000732422
200708_at	37.1797	P	0.0107422
200709_at	1776.19	P	0.000244141
200710_at	259.474	P	0.000244141
200711_s_at	282.26	P	0.000244141
200712_s_at	410.709	P	0.000244141
200713_s_at	935.368	P	0.000244141
200714_x_at	1006.43	P	0.000244141
200715_x_at	637.827	P	0.000244141
200716_x_at	3599.9	P	0.000244141
200717_x_at	3200.07	P	0.000244141
200718_s_at	2695.58	P	0.000244141
200719_at	146.507	P	0.000244141
200720_s_at	214.067	P	0.000244141
200721_s_at	182.022	P	0.000244141
200722_s_at	240.106	P	0.000244141
200723_s_at	583.014	P	0.000244141
200724_at	30.7157	A	0.398926
200725_x_at	1470.96	P	0.000244141
200726_at	1545.68	P	0.000244141
200727_s_at	1456.16	P	0.000244141
200728_at	4428.51	P	0.000244141
200729_s_at	4450.46	P	0.000244141
200730_s_at	357.901	P	0.000244141
200731_s_at	270.23	P	0.00195313
200732_s_at	352.706	P	0.000244141
200733_s_at	585.927	P	0.000244141
200734_s_at	295.426	P	0.00195313
200735_x_at	2673.59	P	0.000244141
200736_s_at	671.498	P	0.000732422
200737_at	632.554	P	0.000244141
200738_s_at	3163.62	P	0.000244141
200739_s_at	84.3729	P	0.0185547
200740_s_at	153.101	P	0.000244141
200741_s_at	6148.23	P	0.000244141
200742_s_at	466.99	P	0.000244141
200743_s_at	736.058	P	0.000244141
200744_s_at	1306.72	P	0.000244141
200745_s_at	1523.84	P	0.000244141
200746_s_at	1828.84	P	0.000244141
200747_s_at	105.035	P	0.00195313
200748_s_at	12863.6	P	0.000244141
200749_at	55.1362	P	0.0012207
200750_s_at	277.387	P	0.000244141
200751_s_at	1152.43	P	0.000244141
200752_s_at	71.5996	P	0.00585938
200753_x_at	329.134	P	0.000732422
200754_x_at	930.372	P	0.000244141
200755_s_at	22.7241	P	0.0461426
200756_x_at	28.2863	A	0.27417
200757_s_at	34.6575	P	0.0185547
200758_s_at	112.333	P	0.00195313
200759_x_at	106.06	P	0.000244141
200760_s_at	1747.95	P	0.000244141
200761_s_at	2121.64	P	0.000244141
200762_at	64.4786	P	0.000244141
200763_s_at	3467.99	P	0.000244141
200764_s_at	165.654	P	0.000732422
200765_x_at	269.784	P	0.000244141
200766_at	163.865	P	0.00292969
200767_s_at	160.204	P	0.000244141
